pass_,seq,pulse_us,theta_deg,theta_sd,theta_cross_deg,n,creep_dps,settled
up2,32,1630,3.3398732019956037,0.2192796858457836,-0.6396675285857643,50,0.8599414639227214,False
up2,33,1640,3.844559250689459,0.21953106061926986,-0.6666799563027942,50,-0.6745228137262103,False
up2,34,1650,4.25350151468237,0.22058286758944273,-0.7221520475804468,50,0.10897527792485578,True
up2,35,1660,4.54923082862903,0.27117019157148586,-0.7394618349789616,50,-0.021457628710390638,True
up2,36,1670,4.917187213379428,0.23496327823718863,-0.6685713500012443,50,-0.08992863658323028,True
up2,37,1680,5.211068555922149,0.22275038169640607,-0.7161866476109126,50,0.4173723418121715,True
up2,38,1690,5.515486397586401,0.261662568641326,-0.6779232646514711,50,0.11579936555737967,True
up2,39,1700,5.8505464432950625,0.25620858177846395,-0.7226838661173278,50,1.1365642947410508,False
up2,40,1710,6.346369398550895,0.24169710352227256,-0.7562660964810723,50,0.15220359537080388,True
up2,41,1720,6.550038972712726,0.2188019970735066,-0.7586560432636545,50,0.9090592776840241,False
up2,42,1730,6.801254457134009,0.21999885570789635,-0.7220464667830819,50,-0.27827074736038154,True
up2,43,1740,7.2693251161623165,0.23877817681865746,-0.7206619255437571,50,-0.7510484666712891,False
up2,44,1750,7.535239261670228,0.21382597826103691,-0.7147582395353018,50,-0.21615461472510603,True
up2,45,1760,7.821095720458082,0.24390930688076828,-0.8056130271387159,50,0.7159880899155877,False
up2,46,1770,8.077694751061783,0.2310706032557562,-0.8143038675645099,50,-0.3670290452877703,True
up2,47,1780,8.22772013750866,0.2328906841088019,-0.7738031774663514,50,0.21597324475239846,True
up2,48,1790,8.679756202344224,0.3110315016126201,-0.7114411536521513,50,-0.34922125835255985,True
up2,49,1800,8.883837248953032,0.22068569171155203,-0.7791741342807214,50,0.5134696584704317,False
up2,50,1810,9.340722322649494,0.25596075424955,-0.7330830291632807,50,0.5569940396833103,False
up2,51,1820,9.596356448903428,0.23286037003811552,-0.7979171917748599,50,-0.1106964895049166,True
up2,52,1830,10.116318833788586,0.2644653539593319,-0.756986326671561,50,-0.5578651588778486,False
up2,53,1840,10.423726051112299,0.21524992578483684,-0.8220174924379566,50,-0.29509091347972366,True
up2,54,1850,10.665310089839402,0.1865059162168068,-0.7883907645963703,50,0.8675779437867903,False
up2,55,1860,10.954220131019756,0.2260107446884476,-0.8150880539333005,50,0.25540409979281165,True
up2,56,1870,11.251029788552211,0.22018034664191888,-0.7715615631125152,50,0.413865459573401,True
up2,57,1880,11.6491803910377,0.19858406172358542,-0.8340948567289147,50,0.16322243450745774,True
up2,58,1890,11.760169030437591,0.22861313341387532,-0.8153423699627488,50,-0.6343143692113339,False
up2,59,1900,11.993296492151341,0.2256838742726151,-0.8103588352443123,50,1.279320593025666,False
up2,60,1910,12.425840812287236,0.2169495644782858,-0.8421877163295605,50,0.5839926136336284,False
