a_us,b_us,n,thrust_N,thrust_s,thrust_sem,thrust_sem_corr,thrust_tau,thrust_neff,thrust_drift,torque_Nm,torque_s,torque_sem_corr,torque_tau,flags,run
1900,1100,151,8.780290848766045,0.4992287745711614,0.040626661503248,0.040626661503248,1.0,151.0,0.08321208254216426,-0.1388203196256494,0.02753629753832576,0.002926478384436909,1.7055187459415653,,A1900_B1000-2000_2026-07-31_032000
1900,1200,149,9.208656820587013,0.3062982857465262,0.02509293328838165,0.02509293328838165,1.0,149.0,0.08251457155338422,-0.12818860266045096,0.02478357069477872,0.002030349221760298,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1300,151,9.665165020951472,0.24931091805842492,0.020288634776158845,0.020288634776158845,1.0,151.0,0.17188396960371477,-0.1142574057183646,0.011875074532123487,0.000966379860128942,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1400,151,10.20720475605081,0.23665203953181888,0.019258469851565038,0.019258469851565038,1.0,151.0,0.07410754357415134,-0.10102561763889442,0.0093604446980265,0.0007617421864219657,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1500,151,10.782800782540875,0.26383667099641855,0.02147072378574889,0.02147072378574889,1.0,151.0,0.018452738992189237,-0.08534349843359643,0.014719094534969187,0.001197822925611957,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1600,148,11.477289461617307,0.2465647342656479,0.020267496309243523,0.020267496309243523,1.0,148.0,0.030268845329959004,-0.07237647677617741,0.012663889753765716,0.001040965325432887,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1700,151,12.521251113666706,0.26251098192102185,0.021362840738801205,0.021362840738801205,1.0,151.0,0.008344377331862027,-0.04860839909584806,0.018442404827075546,0.0015008216200259599,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1800,151,13.956959722938231,0.3768066112101215,0.030664087139146826,0.030664087139146826,1.0,151.0,0.03538818722061911,-0.01865475671174211,0.019842020654773525,0.001614720740755366,1.0,,A1900_B1000-2000_2026-07-31_032000
1900,1900,151,15.322277603732934,0.5467107122728687,0.044490686793422066,0.06459083581228772,2.107674731889807,71.64293318856117,0.037628735453903446,0.014212792957132061,0.0225394997897608,0.002320260364939465,1.6001542256119794,,A1900_B1000-2000_2026-07-31_032000
1900,2000,150,16.835985948103794,1.219393192033859,0.0995630372102192,0.0995630372102192,1.0,150.0,0.0770167317512435,0.03978343313373251,0.0229087529553374,0.00260214090266497,1.9353075015588628,,A1900_B1000-2000_2026-07-31_032000
2000,1000,151,10.22815107533278,0.34488519342614804,0.02806635900112582,0.05303447060944772,3.5706256797414295,42.2895070902349,0.41120618755203625,-0.17540788621432635,0.031006915129886188,0.007873323718986372,9.73589861415227,drift,A2000_B1000-2000_2026-07-31_032944
2000,1100,151,10.396449088577814,0.30235492162580485,0.024605294567173842,0.024605294567173842,1.0,151.0,0.005862638953169572,-0.16310987296929325,0.03960395101479573,0.0032229238257579116,1.0,,A2000_B1000-2000_2026-07-31_032944
2000,1200,151,10.670806704471852,0.20256613320665384,0.01648459813414762,0.017306258062901994,1.1021726305977675,137.00213179681714,0.06511759782639512,-0.1530900054196244,0.013028625302106644,0.0010602544904508297,1.0,,A2000_B1000-2000_2026-07-31_032944
