dir,seq,pulse_us,theta_deg,sd,n
kup,1040,1520,-6.628563421411496,0.15261804365434284,13
kup,1041,1520,-6.716709085154714,0.24460530097628466,13
kup,1042,1520,-6.835551603814372,0.20016844268286618,13
kup,1043,1520,-6.414902021942164,0.17484771157781623,13
kup,1044,1520,-6.285662936305462,0.21060244026134184,13
kup,1045,1520,-6.4088406685506065,0.22141727801272634,13
kup,1046,1520,-6.292566186178726,0.12824541199126624,13
kup,1047,1520,-6.320516403488542,0.2888865511810394,13
kup,1048,1520,-6.420969040219802,0.22051516798406012,13
kup,1049,1520,-5.797425072597234,0.26955997462282105,13
kup,1050,1520,-5.897115028083931,0.21165820117146328,13
kup,1051,1520,-5.9054503140158925,0.19067881473077936,13
kup,1052,1520,-5.8715581027048875,0.33194284694448173,13
kup,1053,1520,-5.804818642798523,0.23966210530182608,13
kup,1054,1520,-5.719742954560633,0.22532968629887987,13
kup,1055,1520,-5.416074520935782,0.3573002555813887,13
kup,1056,1520,-5.142806640722527,0.5009679654069629,13
kup,1057,1520,-5.338341287070202,0.39103928217683687,13
kup,1058,1520,-5.2316374873038285,0.4840186996384308,13
kup,1059,1520,-5.4439756417480725,0.2814668097089802,13
kup,1060,1520,-4.940016725851811,0.30537404998877204,13
kup,1061,1520,-5.017203025872854,0.22350319597691756,13
kup,1062,1520,-5.052178717979394,0.3820406850695133,13
kup,1063,1520,-4.801836651563113,0.2773488770187438,13
kup,1064,1520,-4.985036538765747,0.15816084962392904,13
kup,1065,1520,-4.92642558136035,0.251918417545245,13
kup,1066,1520,-4.794126556075464,0.21124797427262199,13
kup,1067,1520,-4.8257494281767865,0.20475256126209535,13
kup,1068,1520,-4.754571474771262,0.811709039551957,13
kup,1069,1520,-4.8199586518072515,0.30732753561984316,13
kup,1070,1520,-4.738595771892173,0.2060274246553188,13
kup,1071,1520,-4.745775492426079,0.2963708552373117,13
kup,1072,1520,-4.216835748672015,0.28000281597691823,13
kup,1073,1520,-4.282543813122559,0.15825061513534955,13
kup,1074,1520,-4.222073191725905,0.22905493359169474,13
kup,1075,1520,-4.328545962902108,0.3531629329391766,13
kup,1076,1520,-4.40056717794052,0.27018584495145703,13
kup,1077,1520,-4.359143715857753,0.17387641829862108,13
kup,1078,1520,-3.9380624743026567,0.2258329025170022,13
kup,1079,1520,-3.9179717752164502,0.18235120244990902,13
kup,1080,1520,-4.006039317494215,0.13671418937175978,13
kup,2000,1520,4.3541604112894605,0.14596585546263668,13
kup,2001,1520,4.3057325872366485,0.17353957972106784,13
kup,2002,1520,4.354648206649122,0.2109764693385021,13
kup,2003,1520,4.350548297619145,0.20682091955570273,13
kup,2004,1520,4.337005966331112,0.3168424148749933,13
kup,2005,1520,4.469336761449586,0.24107967050200557,13
kup,2006,1520,4.581078553269235,0.23974506140700347,13
kup,2007,1520,4.440292474726817,0.194324948706379,13
kup,2008,1520,4.582680415473922,0.21590266880747744,13
kup,2009,1520,4.6178314058496035,0.1988355644588445,13
kup,2010,1520,4.603529399244494,0.25543214646442763,13
