t_ms,pwm,rpm,Fx,Fy,Fz,Tx,Ty,Tz,Current_mA,ADC_Current_mA
3397472,1000,0.0,-0.0470,-0.1061,0.0690,0.01109,-0.00468,-0.00413,0.0,
3397492,1000,0.0,-0.2070,0.0989,-0.0710,-0.01191,-0.01268,0.00187,0.0,
3397512,1000,0.0,-0.2340,0.0939,-0.1180,-0.00791,-0.01968,-0.00113,0.0,
3397532,1000,0.0,0.1930,-0.0961,0.0340,0.00609,0.01232,0.00187,0.0,
3397552,1000,0.0,-0.4850,0.1859,0.0580,-0.01391,-0.03668,0.00187,0.0,
3397572,1000,0.0,-0.3460,0.1769,-0.0380,-0.01591,-0.03068,0.00287,0.0,
3397592,1000,0.0,-0.2680,0.2909,-0.0570,-0.02291,-0.01668,0.00487,0.0,
3397612,1000,0.0,-0.6820,0.1969,-0.0820,-0.01291,-0.05468,0.00087,0.0,
3397632,1000,0.0,0.1550,-0.0401,0.1490,0.00609,0.01032,-0.00213,0.0,
3397652,1000,0.0,-0.5740,0.1179,0.0230,-0.00391,-0.04768,-0.00213,0.0,
3397672,1000,0.0,-0.5700,0.3469,-0.1470,-0.02591,-0.04568,0.00387,0.0,
3397692,1000,0.0,-0.0330,-0.0341,-0.0100,0.00309,-0.00068,0.00187,0.0,
3397712,1000,0.0,-0.5370,0.0059,0.0590,-0.00091,-0.03468,-0.00213,0.0,
3397732,1000,0.0,0.2310,-0.1441,0.1430,0.00809,0.01632,0.00087,0.0,
3397752,1000,0.0,-0.0150,-0.1001,-0.0220,0.01309,-0.00268,-0.00413,0.0,
3397772,1000,0.0,-0.2280,0.2169,-0.0710,-0.01891,-0.01968,0.00287,0.0,
3397792,1000,0.0,0.0490,-0.1241,-0.0250,0.00509,0.00532,0.00087,0.0,
3397812,1000,0.0,0.3620,-0.1751,-0.0770,0.01209,0.02732,-0.00113,0.0,
3397832,1000,0.0,-0.5670,0.1049,-0.0850,-0.00891,-0.04568,-0.00013,0.0,
3397852,1000,0.0,0.0870,0.1039,0.0550,-0.01091,0.00932,0.00087,0.0,
3397872,1000,0.0,-0.0800,0.0259,-0.1190,-0.00491,-0.00668,0.00187,0.0,
3397892,1000,0.0,0.0840,-0.0701,0.1090,0.01109,0.00632,0.00087,0.0,
3397912,1000,0.0,-0.3940,0.2229,0.0200,-0.01791,-0.02768,-0.00013,0.0,
3397932,1000,0.0,0.2640,0.1919,0.0200,-0.02191,0.01932,0.00487,0.0,
3397952,1000,0.0,0.2720,-0.1651,-0.1060,0.01309,0.01832,0.00187,0.0,
3397972,1000,0.0,-0.2090,0.1059,0.0450,-0.01091,-0.01968,0.00287,0.0,
3397992,1000,0.0,0.1900,-0.0901,-0.0590,0.01009,0.01732,-0.00113,0.0,
3398012,1000,0.0,0.1800,-0.1371,0.0290,0.01209,0.01732,-0.00213,0.0,
3398032,1000,0.0,-0.5680,0.3159,-0.0550,-0.02891,-0.04468,0.00487,0.0,
3398052,1000,0.0,0.3530,-0.1361,0.0660,0.01209,0.02632,-0.00213,0.0,
3398072,1000,0.0,0.2410,0.0759,-0.0470,-0.00591,0.02132,0.00187,0.0,
3398092,1000,0.0,0.6180,-0.2501,0.1270,0.01409,0.04532,0.00087,0.0,
3398112,1000,0.0,-0.1220,0.2569,0.0120,-0.02691,-0.00968,0.00587,0.0,
3398132,1000,0.0,0.1580,-0.1451,0.1290,0.01709,0.01132,-0.00213,0.0,
3398152,1000,0.0,-0.0930,0.0939,0.0480,-0.00691,-0.00668,0.00187,0.0,
3398172,1000,0.0,0.6710,-0.2581,0.0210,0.01609,0.05532,-0.00213,0.0,
3398192,1000,0.0,0.3800,-0.0231,0.1530,-0.00791,0.03432,0.00487,0.0,
3398212,1000,0.0,-0.5440,0.3049,-0.2130,-0.02391,-0.04068,-0.00113,0.0,
3398232,1000,0.0,-0.1180,0.0689,0.0160,-0.00491,-0.01168,-0.00013,0.0,
3398252,1000,0.0,0.3360,-0.1311,0.0810,0.01009,0.02632,-0.00013,0.0,
3398272,1000,0.0,-0.4560,0.0759,-0.0000,-0.01191,-0.02868,0.00187,0.0,
3398292,1000,0.0,-0.6940,0.3119,-0.1000,-0.02191,-0.05668,0.00187,0.0,
3398312,1000,0.0,-0.1380,-0.0071,0.0630,-0.00191,-0.01368,0.00287,0.0,
3398332,1000,0.0,0.2190,-0.2251,0.0750,0.02109,0.01432,-0.00413,0.0,
3398352,1000,0.0,0.6840,-0.1581,0.0040,0.00909,0.04932,0.00087,0.0,
3398372,1000,0.0,0.0840,0.0949,0.0590,-0.00791,0.00532,-0.00113,0.0,
3398392,1000,0.0,0.4780,-0.2701,0.1130,0.02509,0.03532,-0.00313,0.0,
3398412,1000,0.0,0.2460,0.0269,0.1340,-0.00291,0.01932,0.00287,0.0,
3398432,1000,0.0,-0.3360,0.0339,0.0920,-0.00091,-0.02468,-0.00013,0.0,
3398452,1000,0.0,0.1910,0.1529,0.1340,-0.01191,0.01132,0.00087,0.0,
3398472,1000,0.0,0.1740,-0.1411,0.0560,0.01509,0.01632,-0.00113,0.0,
3398492,1000,0.0,-0.4150,0.1869,0.0220,-0.01891,-0.03268,0.00287,0.0,
3398512,1000,0.0,0.1340,-0.1551,0.0190,0.01009,0.01132,0.00087,0.0,
3398532,1000,0.0,-0.4690,0.2119,-0.0390,-0.01591,-0.04068,-0.00113,0.0,
3398552,1000,0.0,0.0940,0.0869,0.0820,-0.00991,0.01032,0.00287,0.0,
3398572,1000,0.0,-0.0080,0.0009,-0.0020,-0.00191,-0.00368,-0.00013,0.0,
3398592,1000,0.0,0.0930,-0.0781,0.1510,0.00709,0.01032,-0.00213,0.0,
3398612,1000,0.0,-0.0780,-0.0821,0.0760,0.00609,-0.00068,-0.00113,0.0,
3398632,1000,0.0,0.0200,0.0249,0.0830,-0.00291,0.00232,-0.00113,0.0,
3398652,1000,0.0,-0.0480,0.0649,0.0910,-0.00391,-0.00468,0.00187,0.0,
3398672,1000,0.0,0.0390,0.0399,0.2380,-0.00491,0.00332,0.00187,0.0,
3398692,1000,0.0,-0.0960,-0.0701,-0.0900,0.00709,-0.00468,-0.00013,0.0,
3398712,1000,0.0,0.0010,0.0309,0.1560,0.00009,-0.00368,-0.00113,0.0,
3398732,1000,0.0,0.0110,-0.0081,-0.0380,-0.00291,-0.00068,-0.00013,0.0,
3398752,1000,0.0,0.2360,-0.1461,0.0780,0.01409,0.01932,-0.00313,0.0,
3398772,1000,0.0,0.1070,-0.0011,-0.0380,-0.00291,0.01232,0.00387,0.0,
3398792,1000,0.0,-0.0880,-0.0131,0.0040,0.00109,-0.00768,-0.00213,0.0,
3398812,1000,0.0,-0.1720,0.2549,-0.0940,-0.01591,-0.01568,0.00387,0.0,
3398832,1000,0.0,0.2440,-0.0211,0.1150,-0.00191,0.01832,0.00287,0.0,
3398852,1000,0.0,-0.2260,0.0499,0.0850,-0.00491,-0.01868,0.00187,0.0,
3398872,1000,0.0,-0.3490,0.1639,0.1090,-0.00991,-0.03168,-0.00013,0.0,
3398892,1000,0.0,-0.0150,0.0389,-0.0390,-0.00891,-0.00268,0.00187,0.0,
3398912,1000,0.0,-0.0030,0.1439,0.0020,-0.00891,0.00032,-0.00013,0.0,
3398932,1000,0.0,-0.1020,-0.0231,0.0400,0.00309,-0.01268,-0.00113,0.0,
3398952,1000,0.0,-0.1400,0.0929,-0.0200,-0.00791,-0.00668,-0.00013,0.0,
3398972,1000,0.0,0.3140,-0.1951,0.0010,0.01109,0.02632,0.00287,0.0,
3398992,1000,0.0,-0.1030,-0.1021,-0.0840,0.00809,-0.00468,-0.00213,0.0,
3399012,1000,0.0,0.0620,0.0459,-0.1260,0.00009,0.01132,-0.00013,0.0,
3399032,1000,0.0,0.1330,-0.0051,0.0080,-0.00091,0.01232,-0.00013,0.0,
3399052,1000,0.0,-0.0900,0.1699,-0.0740,-0.01591,-0.00468,0.00187,0.0,
3399072,1000,0.0,0.2090,-0.1451,0.0200,0.01209,0.01932,-0.00213,0.0,
3399092,1000,0.0,0.1570,-0.2371,0.1270,0.01909,0.01332,-0.00213,0.0,
3399112,1000,0.0,-0.1630,-0.0161,0.0280,-0.00091,-0.01068,-0.00013,0.0,
